neg_content,pos_attr
<mask><mask>,"['เนื้อผ้าดี', 'คุณภาพ']"
<mask>รอจนรำคาญละ,"['ป่ะ', 'ๆๆหิว']"
สินค้าไม่เหมือนในรูป <mask> <mask>,"['ราคาไม่แพงเกิน', 'พอใจ']"
ใช้แล้ว<mask>เต็มเลยไม่รู้<mask>รึเปล่า....<mask>เลยเหลือตั้งเยอะ<mask>มาก,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
คุณภาพ<mask><mask>แม้แต่ครั้งเดียว,"['ได้ยาวนานจากแสงแดด', 'ไม่เป็นคราบไม่', 'มันสบายผิว', 'สู้แดด', 'สวย', 'มากค่ะ', 'ที่สุดใน']"
<mask> ไม่แนะนำให้ใช้ค่ะ,['ดีมากค่ะ']
สรุป<mask>ท้องตลาดคะ<mask><mask>ความ,['ไม่เหม็น']
รู้สึก<mask> ไม่ใช่แบบที่หวังไว้เลยย,"['love', 'ชอบ', 'จัด', 'ๆอยาก', '🍾รสชาติเบาๆ', 'ละมุน', 'เต็มที่จะ', 'เย็นๆ', 'ไปด้วย', 'ฟิน', 'สุดๆ', 'ๆไปเลยค่ะ']"
<mask>ๆๆๆๆ <mask>มาให้ตามที่โฆษณา,"['มาทานเจอ', 'ประทับใจ', 'มากค่ะ']"
งาน<mask> <mask>ราคา,"['เนื้อผ้าดี', 'คุณภาพ']"
<mask>เลย นมใกล้หมดอายุ ครั้งนี้ครั้งสุดท้ายนะคะที่จะสั่ง,"['love', 'ชอบ', 'จัด', 'ๆอยาก', '🍾รสชาติเบาๆ', 'ละมุน', 'เต็มที่จะ', 'เย็นๆ', 'ไปด้วย', 'ฟิน', 'สุดๆ', 'ๆไปเลยค่ะ']"
ใช้ได้ไม่กี่เดือนก็<mask>ล่ะยังใช้<mask>กับราคาที่ซื้อมาเลย,['มิได้อวย']
<mask>ที่ไว้ใจใช้บริการ<mask> เอาสินค้าของคุณคือไปเถอะ แล้วคืนเงินให้เรา สั่งของก็บ่อยต่อไป<mask> <mask>ๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,"['ขอบคุณ', 'น่ารักมาก', 'หนูรัก']"
<mask><mask>สั่งนะ,['ขอบคุณนะ']
<mask> รูปดูสวยหรูดีนะ แต่มาเจอของจริงนี่<mask>สุดๆ สินค้า<mask>ราคาเลย,"['ถือว่าโอเค', 'ไหลลื่น', 'ไม่มีสดุด', 'คุ้มค่า', 'มากๆเลย']"
<mask><mask>เงิน,['จัดๆๆ']
สินค้ามีรอยตำหนิ <mask>,"['แนะนํา', 'ความอ่อนโยนเพิ่มความ', 'ชุ่มชื้นด้วยค่ะ', 'ดีจิงแบรนด์', 'go']"
สินค้าคุณภาพ<mask> วัสดุ<mask>แล้ว,"['มากค่ะ', 'ขอบคุณค่ะ']"
<mask> ยังไม่ได้ประกอบเลย <mask>ความรู้สึก,['มิได้อวย']
ซื้อแล้ว<mask><mask>คุณภาพ,"['มากค่ะ', 'ขอบคุณค่ะ']"
<mask> บิดน้ำไม่แห้ง <mask>ตังมาก,['อร่อยมาก']
ตกใจมาก โคตร<mask> ก่อนหน้านี้ใช้ดี ชอบมาก ปลอดภัยดี ตอนระเบิด<mask>กับประกายไฟ ไม่เป็นแผลแต่เป็นดำๆ ที่มือ แสบเล็กน้อย,"['แดดได้อย่างมั่นใจไม่กลัว', 'ง่าย', 'ไม่เหนียว', 'กันเหงื่อทน', 'ชอบมากๆ', 'ที่สุดใน']"
<mask>เลย สินค้าผลิตจากพลาสติก<mask> ก๊องแก๊งมาก,"['ได้รับสินค้าเร็ว', 'มีคุณภาพ', 'สวมใส่สบาย', 'มากๆๆ']"
แพ็คของ<mask>มากเลยครับข้างใน<mask><mask>เลย,"['มันต้องมี', 'หอมของdi', 'ติดทน', 'ง่าย', '✨']"
คุณภาพ<mask>ประทับใจ,"['เนื้อผ้าดี', 'คุณภาพ']"
วัสดุ<mask> ขาดง่าย <mask>เงิน,['ง่าย']
<mask>ขายเลย <mask>โปรนี้เถอะ <mask>ความรู้สึก ดูมาหลายเดือนละ,"['go', 'ไปเลยเอา', 'สวย', 'ไม่แพ้', 'ชอบ', 'ประทับใจ', '❤']"
แบต<mask>ค่ะ <mask>เร็วมาก รับประกันไม่ได้ชวยอะไรเลย,"['ได้หลายอย่างเลยค่ะ', 'ของเร็วมาก', 'ชอบมาก']"
เห็นแล้ว<mask> <mask>สินค้าร้านนี้,"['ต้องไป', 'จัด']"
คุณภาพ<mask>ค่ะ ใช้ครั้งแรก<mask>ออกมาเลยแถม<mask>ด้วย,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
<mask>มากๆ กว่าจะทำเรื่องคืนเงินได้ ของก็ต้องใช้ ต้องไปซื้อใหม่ <mask>ซ้ำอีก ระบบการทำงาน<mask> มันเหมือนกันมากเลยหรือ ส่งผิดรุ่นได้,"['แนะนํา', 'wo', 'ชอบ', 'ติดใจ', 'มากๆๆ', 'มันต้องมี', 'จัดไป', 'เลยค่าการ', 'ไปลอง', 'เพื่อนบอกว่าหรู', 'เลิศ', 'อร่อย', 'มากค่ะ']"
<mask> ต้มตุ๋น เอาของ<mask>มาขาย ร้าน<mask>,"['สบายใจจ้า', 'มากินบ', 'าบีก้อนกัน']"
เกรดต่ำเหมือนกับว่าเอาของถูกๆมาคละกัน,"['สบายใจจ้า', 'มากินบ', 'าบีก้อนกัน']"
สั่งซื้อแล้วอยู่ดีๆมา<mask> <mask>ความรู้สึกเลยครับ,"['ชอบ', 'ชอบ', 'ชอบ', 'ชอบครับ', 'ชอบ', 'รถในฝันเลยครับhonda', 'ไปจอง']"
<mask> ส่งสินค้า<mask>ตามกำหนด เมื่อสินค้า<mask><mask>ใด,"['คุณชื่นชอบ', 'สะอาด', 'หมดจดไม่เหลือคราบ', 'ไม่แห้งตึง', 'ใช้แล้วไม่แพ้', 'ไม่เป็นสิว']"
ไม่ซึมซับ<mask>โฆษณา<mask><mask>ฟรี<mask><mask>,"['เนื้อผ้าดี', 'คุณภาพ']"
